Title,Description,MDI,URL,Alias,RDF
Universe,"totality consisting of space, time, matter and energy",/m/07v7c,https://en.wikipedia.org/wiki/Universe,cosmos|space|metagalaxy|macrocosm|outer space|the universe|the cosmos|heaven and earth|our universe,Q1
Earth,third planet from the Sun in the Solar System,/m/02j71,https://en.wikipedia.org/wiki/Earth,Planet Earth|World|Gaia|Terra|Sol III,Q2
life,matter capable of extracting energy from the environment for replication,/m/04nr2,https://en.wikipedia.org/wiki/Life,biota,Q3
human,"any member of Homo sapiens, unique extant species of the genus Homo, from embryo to adult",/m/0dgw9r,https://en.wikipedia.org/wiki/Human,human being|people|humans|man|men|individual human|individual Homo sapien|nonfictional human|non-fictional human|person,Q5
carrot,common vegetable and taproot of the species Daucus carota subsp. sativus and its associated cultivars.,/m/0fj52s,https://en.wikipedia.org/wiki/Carrot,carrot taproot|domesticated carrot,Q81
Mars,fourth planet in the Solar System from the Sun,/m/09cws,https://en.wikipedia.org/wiki/Mars,♂︎|Planet Mars|Red Planet,Q111
lion,species of big cat,/m/096mb,https://en.wikipedia.org/wiki/Lion,Panthera leo|African lion|the lion|Asiatic lion,Q140
fiber,natural or synthetic substance that is significantly longer than it is wide,/m/011jng,https://en.wikipedia.org/wiki/Fiber,fibre|fibers|fibres,Q161
Yorkshire,historic county of England,/m/094vy,https://en.wikipedia.org/wiki/Yorkshire,"County of York|God's Own County|Yorkshire, England",Q163
sea,large body of saline water,/m/06npx,https://en.wikipedia.org/wiki/Sea,seas,Q165
São Paulo,state in the Southeast Region of Brazil,/m/01hd58,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_(state),SP|State of São Paulo|São Paulo state|São Paulo (state),Q175
pasta,"Italian food made from flour, eggs and water and shaped in different forms, usually cooked and served with a sauce",/m/05z55,https://en.wikipedia.org/wiki/Pasta,,Q178
war,organised and prolonged violent conflict between states,/m/082cb,https://en.wikipedia.org/wiki/War,military conflict|wars|hostilities,Q198
Walloon Region,region of Belgium,/m/0pfrr,https://en.wikipedia.org/wiki/Wallonia,Wallonia|BE-WAL,Q231
Brussels-Capital Region,region of Belgium,/m/02rhpm,https://en.wikipedia.org/wiki/Brussels,Brussels Region|Brussels-Capital|Region of Brussels-Capital|BE-BRU|Bruxelles-Capitale|BXL|20e|04000|BHG|Brussel|Brussels Gewest|Bruxelles|Brussel-Hoofdstad|Région bruxelloise|Région Bruxelloise,Q240
Eurovision Song Contest,annual song competition held among the member countries of the European Broadcasting Union,/m/02q3s,https://en.wikipedia.org/wiki/Eurovision_Song_Contest,ESC|Eurovision|Grand Prix Eurovision de la Chanson|Eurosong,Q276
wood,fibrous material from trees or other plants,/m/083vt,https://en.wikipedia.org/wiki/Wood,wooden,Q287
Icelandic,North Germanic language mainly spoken in Iceland,/m/01gmkg,https://en.wikipedia.org/wiki/Icelandic_language,Icelandic language|is|Íslenska|Iſlandic tongue,Q294
Venus,planet second-closest to the Sun in the Solar System,/m/09bcm,https://en.wikipedia.org/wiki/Venus,♀|Planet Venus,Q313
love,"strong, positive emotion based on affection",/m/048knlz,https://en.wikipedia.org/wiki/Love,affection|attraction,Q316
dictatorship,autocratic form of government which is ruled by a sole leader,/m/02hbt,https://en.wikipedia.org/wiki/Dictatorship,dictature,Q317
science,"systematic endeavor that builds and organizes knowledge, and the set of knowledge produced by this system",/m/06mq7,https://en.wikipedia.org/wiki/Science,sciences|general science|scientific knowledge|Sciences|Scientific knowledge|General Science|Empirical sciences,Q336
sport,"forms of recreational activity, usually physical",/m/06ntj,https://en.wikipedia.org/wiki/Sport,sports,Q349
Moon,Earth's only natural satellite,/m/04wv_,https://en.wikipedia.org/wiki/Moon,The Moon|☾|Luna|☽|Earth I|Sol IIIa,Q405
Encyclopædia Britannica,"general knowledge English-language encyclopaedia, first published in Scotland in 1768",/m/02ljv,https://en.wikipedia.org/wiki/Encyclop%C3%A6dia_Britannica,Encyclopedia Britannica|EB|Britannica|Encyclopaedia Britannica,Q455
friendship,relationship between people who have mutual affection for each other,/m/019_nn,https://en.wikipedia.org/wiki/Friendship,friendly|friend|friends,Q491
city,large human settlement,/m/01n32,https://en.wikipedia.org/wiki/City,cities,Q515
Solar System,"the Sun, its planets and their moons",/m/06p5g,https://en.wikipedia.org/wiki/Solar_System,solar system|planetary house|sun system,Q544
book,medium for recording information (words or images) typically on bound pages or more abstractly in electronic or audio form,/m/0bt_c3,https://en.wikipedia.org/wiki/Book,books,Q571
century,unit of time lasting 100 years,/m/01s3b,https://en.wikipedia.org/wiki/Century,centenary|centennial|centurial|hundred years|one hundred years,Q578
Mont Blanc,highest mountain in the Alps,/m/0c601,https://en.wikipedia.org/wiki/Mont_Blanc,Il Bianco|Monte Bianco|Mt Blanc|Mt. Blanc|La Dame blanche,Q583
Emirate of Dubai,one of the seven emirates of the United Arab Emirates,/m/012nzlyj,https://en.wikipedia.org/wiki/Emirate_of_Dubai,Dubai|Dubai (emirate),Q613
north,one of the four cardinal directions,/m/0fm3w,https://en.wikipedia.org/wiki/North,N|septentrion|northbound|northerly,Q659
south,one of the four cardinal directions,/m/0k7ny,https://en.wikipedia.org/wiki/South,S|southbound|southerly,Q667
west,one of the four cardinal directions,/m/0gkh2,https://en.wikipedia.org/wiki/West,W,Q679
east,one of the four cardinal directions,/m/0gkhl,https://en.wikipedia.org/wiki/East,E|Eest|East,Q684
horse,domesticated four-footed mammal from the equine family,/m/03k3r,https://en.wikipedia.org/wiki/Horse,nag|🐴|🐎|horses,Q726
plant,kingdom of photosynthetic eukaryotes,/m/05s2s,https://en.wikipedia.org/wiki/Plant,green plants|plants|green plant|plantæ|planta|kingdom Plantae|Plantae,Q756
James Bond,series of books about a British spy,/m/0clpml,https://en.wikipedia.org/wiki/James_Bond,,Q844
train,form of rail transport consisting of a series of connected vehicles,/m/07jdr,https://en.wikipedia.org/wiki/Train,railway train|railroad train|railtrain|rail train|rail-train|🚆|trains,Q870
São Tomé and Príncipe,island sovereign state in Africa,/m/0j681,https://en.wikipedia.org/wiki/S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe,Democratic Republic of São Tomé and Príncipe|São Tomé og Príncipe|Sao Tome and Principe|st|🇸🇹|STP|Sao Tome & Principe,Q1039
color,characteristic of visual perception,/m/01sdr,https://en.wikipedia.org/wiki/Color,colour|coloration|colouration,Q1075
East Flanders,"province in Flanders, Belgium",/m/013v_g,https://en.wikipedia.org/wiki/East_Flanders,Province of East Flanders|East Flemish Province|BE-VOV|Oost-Vlaanderen,Q1114
Province of Liege,"province in Wallonia, Belgium",/m/013d56,https://en.wikipedia.org/wiki/Li%C3%A8ge_Province,Liege|Liège Province|Liege Province|Liège (province)|Liège|BE-WLG,Q1127
Hainaut,"province in Wallonia, Belgium",/m/013x15,https://en.wikipedia.org/wiki/Hainaut_Province,Henegouwen|Hainaut Province|Hainaut (province)|BE-WHT,Q1129
Auvergne,French cultural region,/m/05kv3z,https://en.wikipedia.org/wiki/Auvergne,,Q1152
Usain Bolt,Jamaican sprinter,/m/0cm3j1,https://en.wikipedia.org/wiki/Usain_Bolt,,Q1189
Limousin,geographic region and former administrative region in France,/m/06kr4y,https://en.wikipedia.org/wiki/Limousin,,Q1190
Meghalaya,Indian state,/m/01w4d3,https://en.wikipedia.org/wiki/Meghalaya,Meghālaya,Q1195
Aosta Valley,Italian mountainous semi-autonomous region in the North-West,/m/01rxwl,https://en.wikipedia.org/wiki/Aosta_Valley,Valle d'Aosta|Vallée d'Aoste,Q1222
Trentino-South Tyrol,autonomous region in Northern Italy,/m/01kpyw,https://en.wikipedia.org/wiki/Trentino-Alto_Adige/S%C3%BCdtirol,Trentino-Alto Adige/Südtirol|Trentino-Alto Adige|Trentino-Alto Adige region|South Tyrol-Trentino|Trentino,Q1237
Friuli Venezia Giulia,autonomous region of Italy,/m/01ngn3,https://en.wikipedia.org/wiki/Friuli-Venezia_Giulia,Friuli-Julian March|Friuli-Venezia Giulia region|Friuli-Venezia Giulia,Q1250
Pennine Alps,mountain range in the Western part of the Alps,/m/0fcgd,https://en.wikipedia.org/wiki/Pennine_Alps,Alpi Pennine,Q1270
Tripura,Indian state,/m/01v8wq,https://en.wikipedia.org/wiki/Tripura,,Q1363
fruit,"botanical term for the mature ovary or ovaries of one or more flowers. For foods commonly known as fruit, use Q3314483",/m/02xwb,https://en.wikipedia.org/wiki/Fruit_(plant_structure),fruits|fruit (botany)|fruit (plant part)|fruit (plant structure),Q1364
motor car,motorized road vehicle designed to carry one to eight people rather than primarily goods,/m/0k4j,https://en.wikipedia.org/wiki/Car,auto|autocar|automobile|motorcar|car|motor vehicle|automobiles|motor cars|cars,Q1420
organ,musical keyboard instrument,/m/013y1f,https://en.wikipedia.org/wiki/Organ_(music),,Q1444
Cebu City,city of the Philippines and capital of the province of Cebu,/m/01p_ly,https://en.wikipedia.org/wiki/Cebu_City,Cebu|City of Cebu|Queen City of the Philippines,Q1467
Mississippi River,largest river system in North America,/m/04yf_,https://en.wikipedia.org/wiki/Mississippi_River,Mississippi|The Mississippi,Q1497
Mizoram,state in northeastern India,/m/02c9x5,https://en.wikipedia.org/wiki/Mizoram,,Q1502
Nagaland,state in Northeastern India,/m/024spd,https://en.wikipedia.org/wiki/Nagaland,Nágáland|Nāgāland,Q1599
North Sea,marginal sea of the Atlantic Ocean,/m/059qw,https://en.wikipedia.org/wiki/North_Sea,German Sea|the North Sea|German Ocean|the German Sea|British Ocean|the British Ocean|Cumbric Sea|Cymbric Sea|Cimbric Sea,Q1693
Moscow Oblast,administrative division (oblast) in central Russia,/m/020lpx,https://en.wikipedia.org/wiki/Moscow_Oblast,Podmoskovye|Moskovskaya oblast'|Moscow Region,Q1697
Northwest Territories,territory of Canada,/m/059ts,https://en.wikipedia.org/wiki/Northwest_Territories,NWT|Denendeh|Dënéndeh|North-West Territories|N.W.T.|CA-NT|NT|Canada's Northland,Q2007
Yukon,territory of Canada,/m/087r4,https://en.wikipedia.org/wiki/Yukon,Yukon Territory|the Yukon|YT|Territory of the Yukon|CA-YT|The Klondike,Q2009
Nunavut,territory of Canada,/m/0h5qxv,https://en.wikipedia.org/wiki/Nunavut,NU|Nvt.|Terrritory of Nunavut|Nunavut Territory|CA-NU,Q2023
food,any substance consumed to provide nutritional support for the body; form of energy stored in chemical,/m/02wbm,https://en.wikipedia.org/wiki/Food,foodstuff|edibles|feed|chow|foodstuffs|sustenance|food item,Q2095
Lund,city in the southern Swedish province of Scania,/m/03zv2t,https://en.wikipedia.org/wiki/Lund,"Lund, Scania",Q2167
Lance Armstrong,cyclist from the United States,/m/0hfwb,https://en.wikipedia.org/wiki/Lance_Armstrong,Lance Edward Armstrong|Lance Edward Gunderson,Q2172
1985,year,,https://en.wikipedia.org/wiki/1985,,Q2431
1966,year,,https://en.wikipedia.org/wiki/1966,,Q2649
Göttingen,"large city in Lower Saxony, Germany",/m/0bj40,https://en.wikipedia.org/wiki/G%C3%B6ttingen,,Q3033
Ain,French département,/m/0l9qz,https://en.wikipedia.org/wiki/Ain,,Q3083
Vosges,French department,/m/0mhn6,https://en.wikipedia.org/wiki/Vosges_(department),,Q3105
Alpes-de-Haute-Provence,French department,/m/0mc_t,https://en.wikipedia.org/wiki/Alpes-de-Haute-Provence,Basses-Alpes|Nord-de-Provence|Haute-Provence|Aups de Provença Auta,Q3131
Northern Territory,federal territory of Australia,/m/05ff6,https://en.wikipedia.org/wiki/Northern_Territory,NT|N.T.|Northern Territory of Australia,Q3235
Banten,province of Indonesia,/m/0l48d,https://en.wikipedia.org/wiki/Banten,Banten Province,Q3540
Central Java,"province of Indonesia, on island of Java",/m/02bd41,https://en.wikipedia.org/wiki/Central_Java,Provinsi Jawa Tengah|Province of Central Java|Jateng|Jawa Tengah|Jawa Tengah Province|Central Java Province,Q3557
East Java,"province of Indonesia, on island of Java",/m/01vfwd,https://en.wikipedia.org/wiki/East_Java,Jatim|Province of East Java|East Java province|Jawa Timur|East Java Province,Q3586
Ankara,capital of Turkey,/m/0jyw,https://en.wikipedia.org/wiki/Ankara,Angora,Q3640
West Java,province of Indonesia,/m/01tmtg,https://en.wikipedia.org/wiki/West_Java,Province of West Java|Provinsi Jawa Barat|Jawa Barat|Jabar|West Java Province,Q3724
Yogyakarta,"province of Indonesia, on island of Java",/m/015v77,https://en.wikipedia.org/wiki/Special_Region_of_Yogyakarta,Jogja|Jogjakarta|D.I.Yogyakarta|D.I.Y.|Special Region of Yogyakarta Province,Q3741
Amazon,American multinational technology company,/m/0mgkg,https://en.wikipedia.org/wiki/Amazon_(company),"Amazon.com, Inc.|Amazon.Inc",Q3884
school,institution for the education of students by teachers,/m/06zdj,https://en.wikipedia.org/wiki/School,schools|Academy,Q3914
university,academic institution for further education,/m/07tf8,https://en.wikipedia.org/wiki/University,uni|universities,Q3918
town,settlement that is smaller than a city but bigger than a large village (or a large borough in some areas),/m/0dx1j,https://en.wikipedia.org/wiki/Town,small city,Q3957
Navarre,chartered community of Spain,/m/0g84j,https://en.wikipedia.org/wiki/Navarre,Chartered Community of Navarre|Nafarroa|Navarra|Foral Community of Navarre,Q4018
river,larger natural watercourse,/m/06cnp,https://en.wikipedia.org/wiki/River,rivers,Q4022
Aragon,autonomous community in Spain,/m/09tfh,https://en.wikipedia.org/wiki/Aragon,,Q4040
Punjab,province of Pakistan,/m/065zr,"https://en.wikipedia.org/wiki/Punjab,_Pakistan","Panjab|Punjab, Pakistan|Punjab Province|Punjab (Pakistan)",Q4478
Mediterranean Sea,"sea between Europe, Africa and Asia",/m/04swx,https://en.wikipedia.org/wiki/Mediterranean_Sea,The Mediterranean|the Mediterranean Sea,Q4918
continent,large landmass identified by convention,/m/01lyb,https://en.wikipedia.org/wiki/Continent,,Q5107
capital city,"primary governing city of a top-level (country) or first-level and second-level subdivision (country, state, province, regency, etc) political entity",/m/018sd8,https://en.wikipedia.org/wiki/Capital_city,capital,Q5119
encyclopedia,type of reference work,/m/02jfw,https://en.wikipedia.org/wiki/Encyclopedia,encyclopædia|encyclopaedia,Q5292
DVD,optical disc format for the storage and playback of digital video and other digital data,/m/029j_,https://en.wikipedia.org/wiki/DVD,Digital Versatile Disc|Digital Video Disc|DVD discs,Q5294
Eurasia,continental landmass comprising Europe and Asia,/m/02qkt,https://en.wikipedia.org/wiki/Eurasia,Euroasia,Q5401
Rocky Mountains,major mountain range in western North America,/m/06c6l,https://en.wikipedia.org/wiki/Rocky_Mountains,Rockies|The Rockies,Q5463
bus,large road vehicle for transporting people,/m/01bjv,https://en.wikipedia.org/wiki/Bus,omnibus|multibus|autobus,Q5638
Che Guevara,Argentine Marxist revolutionary (1928–1967),/m/0d39k,https://en.wikipedia.org/wiki/Che_Guevara,Ernesto Guevara|El Che|Che|Ernesto Guevara de la Serna,Q5809
authoritarianism,form of social organization characterized by submission to authority,/m/014zf,https://en.wikipedia.org/wiki/Authoritarianism,,Q6229
nationalism,ideology and movement that promotes the interests of a particular nation (as in a group of people) especially with the aim of gaining and maintaining the nation's sovereignty (self-governance) over its homeland,/m/05gd9,https://en.wikipedia.org/wiki/Nationalism,nationalist ideology,Q6235
Western Sahara,territory in North and West Africa,/m/082qk,https://en.wikipedia.org/wiki/Western_Sahara,West Sahara|Spanish Sahara|EH|Southern Provinces,Q6250
country,distinct territorial body or political entity,/m/01lff,https://en.wikipedia.org/wiki/Country,countries,Q6256
nation,"community of people who share a common language, culture, ethnicity, descent, or history",/m/05gf5,https://en.wikipedia.org/wiki/Nation,,Q6266
department of France,administrative subdivision in France,/m/09lhr,https://en.wikipedia.org/wiki/Departments_of_France,département|departement|departments of France|French department|department,Q6465
UTC−01:00,Identifier for a time offset from UTC of −1,/m/071qz9,https://en.wikipedia.org/wiki/UTC%E2%88%9201:00,Cape Verde Time|UTC-01:00|utc-1,Q6540
French cuisine,culinary traditions of France,/m/02z3r,https://en.wikipedia.org/wiki/French_cuisine,cuisine of France|French food,Q6661
21st century,current century,/m/08b43,https://en.wikipedia.org/wiki/21st_century,"21st-century|twenty-first century|History, 21st Century|XXI Century|current century",Q6939
astronomical object,"physical body of astronomically-significant size, mass, or role, naturally occurring in a universe",/m/01d9ll,https://en.wikipedia.org/wiki/Astronomical_object,celestial body|celestial object|astronomical body|astronomical objects|celestial bodies|celestial objects|astronomical bodies,Q6999
colonialism,creation and maintenance of colonies by people from another territory,/m/022bh,https://en.wikipedia.org/wiki/Colonialism,,Q7167
government,"system or group of people governing an organized community, often a state",/m/036nz,https://en.wikipedia.org/wiki/Government,gov|govt.|gvmnt,Q7188
republic,form of government where the head of state is elected,/m/06cx9,https://en.wikipedia.org/wiki/Republic,republican state|republican government,Q7270
state,"organised community living under a system of government; either a sovereign state, constituent state, or federated state",/m/06_02,https://en.wikipedia.org/wiki/State_(polity),,Q7275
political party,organization that seeks to influence government policy and actions and be elected to directly take part on government or legislation,/m/05_5d,https://en.wikipedia.org/wiki/Political_party,party|party in politics|party (politics)|political parties|parties|parties in politics|parties (politics),Q7278
Nazi Party,far-right political party in Germany active between 1920 and 1945,/m/05g9h,https://en.wikipedia.org/wiki/Nazi_Party,Nationalsozialistische Deutsche Arbeiterpartei|NSDAP|National Socialist German Workers' Party|National Socialists,Q7320
clown,comic performer often for children's entertainment,/m/01sfl,https://en.wikipedia.org/wiki/Clown,🤡|klaunky,Q7358
human voice,sound made by a human being using the vocal tract,/m/09l8g,https://en.wikipedia.org/wiki/Human_voice,,Q7390
software,non-tangible executable component of a computer,/m/01mf0,https://en.wikipedia.org/wiki/Software,computer software|computational tool,Q7397
species,one of the basic units of biological classification and a taxonomic rank,/m/06zf0,https://en.wikipedia.org/wiki/Species,,Q7432
translation,transfer of the meaning of something in one language into another,/m/07h26,https://en.wikipedia.org/wiki/Translation,translating|translate,Q7553
transport,human-directed movement of things or people between locations,/m/07bsy,https://en.wikipedia.org/wiki/Transport,transportation|delivery|transit,Q7590
bread,"baked food made of flour, water and other ingredients",/m/09728,https://en.wikipedia.org/wiki/Bread,Breads & Buns,Q7802
nature,"natural, physical, or material world and its phenomena",/m/05h0n,https://en.wikipedia.org/wiki/Nature,,Q7860
blood,organic fluid which transports nutrients throughout the organism,/m/019jw,https://en.wikipedia.org/wiki/Blood,🩸,Q7873
video game,electronic game with user interface and visual feedback,/m/01mw1,https://en.wikipedia.org/wiki/Video_game,videogame|videogames|vg|computer game|computer games,Q7889
pedagogy,theory and practice of education,/m/0268k7,https://en.wikipedia.org/wiki/Pedagogy,educational studies|education studies,Q7922
climate change,current rise in Earth's average temperature and related large-scale shifts in weather patterns,/m/0d063v,https://en.wikipedia.org/wiki/Climate_change,anthropogenic global warming|global heating|climate warming|anthropogenic climate change|global warming,Q7942
British English,forms of the English language used in Britain,/m/01bvf,https://en.wikipedia.org/wiki/British_English,English (United Kingdom)|United Kingdom English|UK English|en-gb|en_gb|en-GB|en_GB|BrE,Q7979
natural disaster,"major adverse event resulting from natural processes of the Earth, which may cause loss of life or property",/m/0g2k1,https://en.wikipedia.org/wiki/Natural_disaster,natural calamity|natural hazard|natural disasters|natural hazards,Q8065
volcano,"natural, surface vent or fissure usually in a mountainous form",/m/07_9_,https://en.wikipedia.org/wiki/Volcano,,Q8072
1920 Summer Olympics,"games of the VII Olympiad, celebrated in Antwerp, Belgium, in 1920",/m/0sxrz,https://en.wikipedia.org/wiki/1920_Summer_Olympics,Antwerp 1920|Games of the VII Olympiad,Q8128
currency,generally accepted medium of exchange for goods or services,/m/01q7l,https://en.wikipedia.org/wiki/Currency,monetary unit|unit of money|money unit|currencies,Q8142
industrial sector,economic sector characterized by large scale automated manufacturing as in industrialization,,https://en.wikipedia.org/wiki/Industry_(manufacturing),industry (manufacturing)|industry,Q8148
Karlsruhe Government Region,"administrative subdivision and region of Baden-Württemberg, Germany",/m/01bp7r,https://en.wikipedia.org/wiki/Karlsruhe_(region),,Q8165
society,group of people connected to each other,/m/098wr,https://en.wikipedia.org/wiki/Society,societies|human society,Q8425
family,"group of people affiliated by consanguinity, law, affinity, or co-residence",/m/09dhj,https://en.wikipedia.org/wiki/Family,families|A family,Q8436
racism,race or ethnic-based discrimination,/m/06d4h,https://en.wikipedia.org/wiki/Racism,racist|racists,Q8461
slavery,"system under which people are treated as property to be bought and sold, and are forced to work",/m/06z49,https://en.wikipedia.org/wiki/Slavery,,Q8463
civil war,war between organized groups within the same sovereign state or republic,/m/020v2,https://en.wikipedia.org/wiki/Civil_war,intrastate war,Q8465
military,organization primarily tasked with preparing for and conducting war,/m/01h6rj,https://en.wikipedia.org/wiki/Military,armed forces|military force|army|military affairs|defense forces|defence forces,Q8473
Peter the Great,The last Tsar and the first Emperor of Russia (1682–1725),/m/0c2sf,https://en.wikipedia.org/wiki/Peter_the_Great,Peter I|Pyotr Alexeyevich Romanov|Petr I Alekseevich|Pyotr Alekseyevich|Petr Alekseevich Romanov|Pyotr Velikiy|Peter I of Russia,Q8479
milk,white liquid produced by the mammary glands of mammals,/m/04zpv,https://en.wikipedia.org/wiki/Milk,,Q8495
mountain,large natural elevation of the Earth's surface,/m/09d_r,https://en.wikipedia.org/wiki/Mountain,mountains|⛰️|mount|mt.|mtn.,Q8502
database,organized collection of data in computing,/m/02bc6,https://en.wikipedia.org/wiki/Database,"database, DB|digital database|DB|db",Q8513
Saturn Award for Best Special Effects,award for special effects,/m/02g3wc,https://en.wikipedia.org/wiki/Saturn_Award_for_Best_Special_Effects,Saturn Award for Best Special / Visual Effects,Q8555
2016 Summer Olympics,"Games of the XXXI Olympiad, in Rio de Janeiro, Brazil",/m/03tnk7,https://en.wikipedia.org/wiki/2016_Summer_Olympics,Rio de Janeiro 2016|Games of the XXXI Olympiad|Rio 2016|The Games of the XXXI Olympiad|Rio Olympics|2016 Summer Olympic Games|2016 Olympics|Rio de Janeiro Olympic Games,Q8613
Russian Revolution,1917–23 transition from monarchy to USSR,/m/06fby,https://en.wikipedia.org/wiki/Russian_Revolution,,Q8729
Vietnam War,"armed conflict in Vietnam, Laos, and Cambodia between North Vietnam and South Vietnam",/m/07_nf,https://en.wikipedia.org/wiki/Vietnam_War,American War|Second Indochina War|American War in Vietnam,Q8740
Oneworld,airline alliance based in New York City,/m/01qynv,https://en.wikipedia.org/wiki/Oneworld,Oneworld Alliance,Q8787
Estonian,Finno-Ugric language,/m/02s2l,https://en.wikipedia.org/wiki/Estonian_language,Estonian language|et|North Estonian|North Estonian language|Northern Estonian|Northern Estonian language|est|ekk,Q9072
knowledge,"mental possession of information or skills, contributing to understanding",/m/01k8wb,https://en.wikipedia.org/wiki/Knowledge,knowing|awareness,Q9081
Mandaluyong,city of the Philippines in Metro Manila,/m/01_9bc,https://en.wikipedia.org/wiki/Mandaluyong,"City of Mandaluyong|Mandaluyong City|Mandaluyong, Metro Manila",Q9085
light,electromagnetic radiation at or near visible wavelengths,/m/04k84,https://en.wikipedia.org/wiki/Light,lights|near-visible light|near-visible spectrum|near-visible electromagnetic radiation,Q9128
mythology,stories of gods and fairies and fantastic creatures,/m/04zhd,https://en.wikipedia.org/wiki/Mythology,,Q9134
operating system,software that manages computer hardware resources,/m/05khh,https://en.wikipedia.org/wiki/Operating_system,OS|Operating System|Operating Systems,Q9135
programming language,language for communicating instructions to a machine,/m/05r20,https://en.wikipedia.org/wiki/Programming_language,computer language|computer programming language|coding language|computer programming,Q9143
religion,social-cultural system,/m/06bvp,https://en.wikipedia.org/wiki/Religion,religious tradition,Q9174
Sagarmatha Zone,former administrative zone of Nepal,/m/039m9k,https://en.wikipedia.org/wiki/Sagarmatha_Zone,,Q9195
Lao,Kra–Dai language of Southeast Asia,/m/011ln5,https://en.wikipedia.org/wiki/Lao_language,Laotian|Laotian language|lo|Lao language,Q9211
Baku,capital of Azerbaijan,/m/01gf5,https://en.wikipedia.org/wiki/Baku,Baki|City of Winds|Baky,Q9248
Kyrgyz,Kipchak Turkic language of Central Asia,/m/0lldb,https://en.wikipedia.org/wiki/Kyrgyz_language,Kirghiz language|Kirgiz language|Kirgiz|Kirghiz|Kyrgyz language|ky,Q9255
Azerbaijani,Oghuz Turkic language,/m/01bcw_,https://en.wikipedia.org/wiki/Azerbaijani_language,Azeri|Azerbaijani Turkic|Azerbaijani language|Azerbaijani Turkic language|az,Q9292
Bosnian,South Slavic language; a standardized variety of the Serbo-Croatian pluricentric language,/m/01841n,https://en.wikipedia.org/wiki/Bosnian_language,Bosnian language|bs|bosanski|language spoken by Bosnians,Q9303
werewolf,mythological human with the ability to shapeshift into a wolf or an anthropomorphic wolf-like creature,/m/0852z,https://en.wikipedia.org/wiki/Werewolf,lycanthrope|werwolves,Q9410
ocean,very large body of saline water,/m/05kq4,https://en.wikipedia.org/wiki/Ocean,sea|oceans|oceanic,Q9430
Pete Sampras,American tennis player,/m/0hgst,https://en.wikipedia.org/wiki/Pete_Sampras,Petros Sampras|Peter Sampras,Q9446
The Football Association,governing body of association football in England,/m/0chl9,https://en.wikipedia.org/wiki/The_Football_Association,FA|The FA|England Football Association|English Football Association|English FA,Q9500
Shia Islam,second-most populous Islamic denomination,/m/06pq6,https://en.wikipedia.org/wiki/Shia_Islam,Shīa Islam|Shiism|Shiah Islam|Shiʿa Islam|Shi'a Islam|Shia,Q9585
iTunes,media player and library software,/m/019g58,https://en.wikipedia.org/wiki/ITunes,Apple iTunes,Q9589
traffic collision,"collision of a vehicle with another vehicle, pedestrian, animal, or other object",/m/08q1tg,https://en.wikipedia.org/wiki/Traffic_collision,"motor vehicle collision|motor vehicle accident|MVC|traffic accident|road traffic collision|RTA|vehicle collision|traffic crash|road accident|Accidents, Traffic|Crash|MVA|road traffic accident|car crash|road traffic crash",Q9687
high school,institution which provides all or part of secondary education,/m/0bpgx,https://en.wikipedia.org/wiki/High_school,senior high school|HS|H.S.|upper middle school,Q9826
primary school,school in which children receive primary or elementary education from the age of about five to twelve,/m/068bs,https://en.wikipedia.org/wiki/Primary_school,grade school|elementary school,Q9842
Amsterdam,"municipality in the Netherlands, containing the cities of Amsterdam and Weesp",/m/04bww8,https://en.wikipedia.org/wiki/Government_of_Amsterdam,Amsterdam municipality,Q9899
poverty,lack of a certain amount of material possessions or money,/m/0h948,https://en.wikipedia.org/wiki/Poverty,,Q10294
Zaragoza,"municipality in the autonomous community of Aragon, Spain",/m/0h5m7,https://en.wikipedia.org/wiki/Zaragoza,Saragossa|Zaragoza Municipality,Q10305
Bandung,"city and capital of West Java Province, Indonesia",/m/01zll8,https://en.wikipedia.org/wiki/Bandung,"Bandung City, West Java, Indonesia|Bandung City",Q10389
September 11 attacks,2001 Islamist terrorist attacks in the United States,/m/0d0vp3,https://en.wikipedia.org/wiki/September_11_attacks,"September 11|11 September|11 September 2001|September 11, 2001|9/11|911|11 September Attacks|September 11th Attacks|9/11 Attacks|September 11, 2001 terrorist attacks|terrorist attacks of  September 11, 2001",Q10806
cheese,"yellow or white, creamy or solid food made from the pressed curds of milk",/m/01nkt,https://en.wikipedia.org/wiki/Cheese,cheeses,Q10943
meat,animal flesh eaten as food,/m/04scj,https://en.wikipedia.org/wiki/Meat,,Q10990
Tiger Woods,American golfer,/m/0bwdn,https://en.wikipedia.org/wiki/Tiger_Woods,"Eldrick Tont Woods|Eldrick Tont ""Tiger"" Woods|Tiger|Eldrick ""Tiger"" Woods|Woods",Q10993
sugar,"short-chain, water-soluble carbohydrate",/m/06x4c,https://en.wikipedia.org/wiki/Sugar,sugars,Q11002
vegetable,"edible plant or part of a plant, involved in cooking",/m/0f4s2w,https://en.wikipedia.org/wiki/Vegetable,vegetables|veggie,Q11004
