Title,Description,MDI,URL,Alias,RDF
Anne Parillaud,French actress,/m/03f2wj1,https://en.wikipedia.org/wiki/Anne_Parillaud,,Q565692
Annie Award,film award,/m/06510x,https://en.wikipedia.org/wiki/Annie_Awards,,Q566905
Manhattan Beach,"beachfront city in Los Angeles County, California, USA",/m/0r0mn,"https://en.wikipedia.org/wiki/Manhattan_Beach,_California","Manhattan Beach, California|Manhattan Beach, CA",Q568610
Loyal Griggs,American cinematographer (1906-1978),/m/04q7qlw,https://en.wikipedia.org/wiki/Loyal_Griggs,,Q568941
University of Television and Film Munich,German film school based in Munich,/m/02x2f26,https://en.wikipedia.org/wiki/University_of_Television_and_Film_Munich,Hochschule für Fernsehen und Film München|HFF München,Q569350
BAFTA Award for Best Newcomer,BAFTA award,/m/02r3486,"https://en.wikipedia.org/wiki/BAFTA_Award_for_Outstanding_Debut_by_a_British_Writer,_Director_or_Producer","BAFTA Award for Outstanding Debut by a British Writer, Director or Producer",Q569979
tourist attraction,place of interest where tourists visit,/m/0pgl9,https://en.wikipedia.org/wiki/Tourist_attraction,visitor attraction|tourist spot|tourist place|attraction for tourists|POI for tourists|tourism attraction|touristic attraction,Q570116
encephalopathy,central nervous system diseases located in the brain,/m/022tc0,https://en.wikipedia.org/wiki/Encephalopathy,disease of brain|disorder of brain|brain disease|brain malfunction|brain damage|brain diseases,Q576349
Blue Rodeo,Canadian band,/m/01hj3ph,https://en.wikipedia.org/wiki/Blue_Rodeo,,Q576359
Wilmette,"village in Cook County, Illinois, United States",/m/0s5tn,"https://en.wikipedia.org/wiki/Wilmette,_Illinois","Wilmette, Illinois|Wilmette, IL",Q578301
Gate Keepers 21,Japanese OVA series,/m/07ng9k,https://en.wikipedia.org/wiki/Gate_Keepers_21,,Q579962
Thierry Arbogast,French cinematographer,/m/02x0_qn,https://en.wikipedia.org/wiki/Thierry_Arbogast,,Q580810
animated series,episodic form of series of animated works,/m/025s89p,https://en.wikipedia.org/wiki/Animated_series,cartoon series|animation series|animation show|animated show,Q581714
Theodore Sturgeon Award,literary award,/m/08t6_c,https://en.wikipedia.org/wiki/Theodore_Sturgeon_Award,,Q582610
Sikh,"people associated with Sikhism, a monotheistic religion",/m/078vc,https://en.wikipedia.org/wiki/Sikhs,Sikhs,Q582779
elective monarchy,monarchy ruled by an elected monarch,/m/01m4w_,https://en.wikipedia.org/wiki/Elective_monarchy,,Q584683
Order of Saint Michael and Saint George,series of appointments of an order of chivalry of the United Kingdom,/m/01y28x,https://en.wikipedia.org/wiki/Order_of_St_Michael_and_St_George,Order of St. Michael and St. George|Most Distinguished Order of St Michael and St George|Order of St Michael and St George,Q585087
pedal steel guitar,console-type of steel guitar with foot pedals to raise and lower the pitch of the strings,/m/02k84w,https://en.wikipedia.org/wiki/Pedal_steel_guitar,pedal steel,Q587027
radio format,overall content broadcast on a radio station,/m/05j6sd,https://en.wikipedia.org/wiki/Radio_format,programming format,Q589183
psychological thriller,specific sub-genre of the broad-ranged thriller,/m/09blyk,https://en.wikipedia.org/wiki/Psychological_thriller,psycho-thriller|psychothriller|psycho thriller,Q590103
Terry Southern,American writer (1924–1995),/m/02v51q,https://en.wikipedia.org/wiki/Terry_Southern,,Q591270
GSP Stadium,stadium in Cyprus,/m/0bq389,https://en.wikipedia.org/wiki/GSP_Stadium,,Q592491
concertina,free-reed musical instrument,/m/0g2ff,https://en.wikipedia.org/wiki/Concertina,,Q593050
official,someone who holds a government office,/m/035y33,https://en.wikipedia.org/wiki/Official,government official|administrator|higher civil servant|public administrator|officeholder|public official|public officer,Q599151
Kingdom of Hungary,Central European state between 1920 and 1946,/m/02rnb5c,https://en.wikipedia.org/wiki/Kingdom_of_Hungary_(1920%E2%80%931946),Horthy era|Horthy system|Regency Hungary,Q600018
lyrics,sequence of words that make up a song,/m/09lgd,https://en.wikipedia.org/wiki/Lyrics,lyric|song lyrics|song lyric,Q602446
Toni Servillo,Italian actor,/m/05q4vhb,https://en.wikipedia.org/wiki/Toni_Servillo,Marco Antonio Servillo,Q603089
District of Keewatin,former territory of Canada,/m/04vtq2,https://en.wikipedia.org/wiki/District_of_Keewatin,Keewatin,Q603676
psychological horror,subgenre of horror fiction,/m/01zxzp,https://en.wikipedia.org/wiki/Psychological_horror,,Q604725
Suzuki Omnichord,electronic musical instrument,/m/05ljv7,https://en.wikipedia.org/wiki/Omnichord,,Q604813
women's association football,association football when played by women,/m/01b5r_,https://en.wikipedia.org/wiki/Women%27s_association_football,women's soccer|women's football|ladies football|women's association soccer|ladies soccer|women's association football (soccer),Q606060
United States Department of the Interior,U.S. federal executive department,/m/0jbjh,https://en.wikipedia.org/wiki/United_States_Department_of_the_Interior,DOI|Department of the Interior|US Department of the Interior|Interior|Interior Department|U.S. Department of the Interior,Q608427
Silver Shell for Best Actress,prize awarded during the San Sebastián International Film Festival,,https://en.wikipedia.org/wiki/Silver_Shell_for_Best_Actress,,Q610152
Dragon School,"school in Oxford, Oxfordshire, UK",/m/019kx6,https://en.wikipedia.org/wiki/Dragon_School,,Q610999
Jonas Brothers World Tour 2009,concert tour,/m/05t2fh4,https://en.wikipedia.org/wiki/Jonas_Brothers_World_Tour_2009,,Q612768
mad scientist,"stock character; an insane or highly eccentric scientist, often villainous or amoral",/m/0fwz7,https://en.wikipedia.org/wiki/Mad_scientist,mad doctor|mad professor|crazy scientist,Q614130
land-grant university,institution of higher education in the United States designated by a state to receive the benefits of the Morrill Acts of 1862 and 1890,/m/01_9fk,https://en.wikipedia.org/wiki/Land-grant_university,land grant university|land grant institution|land-grant college|land grant college|Land-grant universities,Q615150
tin whistle,six-holed woodwind instrument,/m/0bmnm,https://en.wikipedia.org/wiki/Tin_whistle,penny whistle|English flageolet|Scottish penny whistle|tin flageolet|Irish whistle|feadóg stáin|feadóg|Clarke London Flageolet|feadog stain|feadog|siren,Q615403
online encyclopedia,encyclopedia accessible via the World Wide Web,/m/01kz9z,https://en.wikipedia.org/wiki/Online_encyclopedia,on-line encyclopedia|web encyclopedia|electronic encyclopedia|online encyclopaedia|Internet encyclopedia|Internet encyclopaedia|digital encyclopedia|digital encyclopaedia,Q615699
Patrick Quentin,collective pseudonym,/m/0333_2,https://en.wikipedia.org/wiki/Patrick_Quentin,Jonathan Stagge,Q616541
Havok,physics engine developed by Irish company Havok,/m/03ht1z,https://en.wikipedia.org/wiki/Havok_(software),Havok Physics|Havok Game Dynamics SDK,Q616957
geographical feature,components of planets that can be geographically located,/m/043rvww,https://en.wikipedia.org/wiki/Geographical_feature,geographical object|geographic feature|geographic object|topological feature|topological object|topologic feature|topologic object|terrain feature|terrain object,Q618123
award,something given to a person or a group of people to recognize their merit or excellence,/m/02w3hl,https://en.wikipedia.org/wiki/Award,medal|honour|honor|prize|Awards and Prizes,Q618779
Chris Haywood,Australian actor,/m/0c3b2p,https://en.wikipedia.org/wiki/Chris_Haywood,,Q619445
social state,state that acts for social security and social justice for its citizens and inhabitants,,https://en.wikipedia.org/wiki/Social_state,,Q619610
Library of Congress Classification,system of library classification developed by the United States Library of Congress,/m/04n6k,https://en.wikipedia.org/wiki/Library_of_Congress_Classification,LCC,Q621080
political thriller,thriller that is set against the backdrop of a political power struggle,/m/02qfv5d,https://en.wikipedia.org/wiki/Political_thriller,,Q622291
National Basketball Association draft,National Basketball Association annual event,/m/0ch5mch,https://en.wikipedia.org/wiki/NBA_draft,NBA draft,Q622521
glockenspiel,mallet percussion instrument,/m/0dwtp,https://en.wikipedia.org/wiki/Glockenspiel,bell lyra|orchestral bells,Q626035
field of work,particular area of activity in industry and science,,,,Q627436
"association for pedestrian and bicycle-friendly cities, townships and districts in North Rhine Westphalia",No description defined,,,,Q627637
Mid-Atlantic,region of the United States,/m/018v5k,https://en.wikipedia.org/wiki/Mid-Atlantic_(United_States),Mid-Atlantic Region|Mid-Atlantic States|Middle Atlantic States|American Mid-Atlantic States|United States Mid-Atlantic region|Mid-Atlantic (US)|Middle Atlantic|Mid-Atlanic states|Mid-Atlantic region|Mid-Atlantic United States|Mid-Atlantic (region)|Mid Atlantic United States|Midatlantic states|Mid-Atlantic states|Mid-Atlantic US|Middle Atlantic USA,Q632014
Architectural Association School of Architecture,independent school of architecture in the UK,/m/041sbd,https://en.wikipedia.org/wiki/Architectural_Association_School_of_Architecture,AA,Q634951
Bo Svenson,Swedish-American actor,/m/082_v4,https://en.wikipedia.org/wiki/Bo_Svenson,Boris Lee Holder Svenson,Q636212
Swiss Americans,ethnic group; Americans of Swiss ancestry,/m/0274wt4,https://en.wikipedia.org/wiki/Swiss_Americans,Swiss American,Q637979
Local Internet registry,"organization that has been allocated a block of IP addresses by a regional Internet registry, and assigns most parts of this block to its own customers",,https://en.wikipedia.org/wiki/Local_Internet_registry,LIR,Q641347
Historical Dictionary of Switzerland,encyclopedia on the history of Switzerland,/m/07jgwx,https://en.wikipedia.org/wiki/Historical_Dictionary_of_Switzerland,HLS|DHS|DSS,Q642074
Michael Goldenberg,American dramatist,/m/06_prj,https://en.wikipedia.org/wiki/Michael_Goldenberg,,Q643461
Dan Jinks,American film producer,/m/09682j,https://en.wikipedia.org/wiki/Dan_Jinks,,Q643529
international airport,airport serving international destinations,/m/0h7kxk2,https://en.wikipedia.org/wiki/International_airport,,Q644371
lap steel guitar,type of steel guitar which is typically played with the instrument in a horizontal position on the performer’s lap or otherwise supported,/m/02k856,https://en.wikipedia.org/wiki/Lap_steel_guitar,Hawaiian guitar,Q644440
military operation,coordinated military actions of a state or a non-state actor,/m/031407,https://en.wikipedia.org/wiki/Military_operation,mission|army action|operation in military|operation (military),Q645883
British royal family,family consisting of close relatives of the monarch of the United Kingdom,/m/0ckz8,https://en.wikipedia.org/wiki/British_royal_family,Royal family of the United Kingdom and the other Commonwealth realms|Royal family of the UK,Q645968
Club Atletico All Boys,sports club in Argentina,/m/0h3c3g,https://en.wikipedia.org/wiki/All_Boys,Club All Boys|All Boys,Q646088
Bloomfield,"township in Essex County, New Jersey, United States",/m/0xmk3,"https://en.wikipedia.org/wiki/Bloomfield,_New_Jersey","Bloomfield, New Jersey|Bloomfield, NJ",Q648622
United States Department of the Treasury,United States federal executive department,/m/0f1r9,https://en.wikipedia.org/wiki/United_States_Department_of_the_Treasury,Department of the Treasury|US Treasury Department|Treasury Department|U.S. Treasury Department|United States Treasury Department|USDT|U.S. Department of the Treasury,Q648666
Loverboy,Canadian rock band,/m/03s9wf,https://en.wikipedia.org/wiki/Loverboy,,Q650374
Margraviate of Baden,historical German principaility,/m/0h1bt7s,https://en.wikipedia.org/wiki/Margraviate_of_Baden,,Q650489
monounsaturated fat,fat primarily consisting of monounsaturated fatty acids,/m/041r51,,,Q650973
Boyz II Men,American rhythm & blues vocal group,/m/015bwt,https://en.wikipedia.org/wiki/Boyz_II_Men,Unique Attraction,Q651231
most valuable player award,list of sports-related pages with the same or similar names,/m/01j4r9,https://en.wikipedia.org/wiki/Most_valuable_player,MVP|MVP award|most valuable player,Q652965
Ari Folman,"Israeli film director, screenwriter, animator and film score composer (b. 1962)",/m/0464cjs,https://en.wikipedia.org/wiki/Ari_Folman,,Q653645
Disney General Entertainment Content,The Walt Disney Company television proprieties subsidiary,/m/0cthks,https://en.wikipedia.org/wiki/Disney_General_Entertainment_Content,Capital Cities/ABC Inc.|ABC Group|Disney–ABC Television Group|Capital Cities/ABC,Q654073
subsidiary,company owned and/or controlled by another company,/m/02qw3t,https://en.wikipedia.org/wiki/Subsidiary,daughter company|subsidiary undertaking|subsidiary company,Q658255
Office of Strategic Services,United States intelligence agency (1942-1945),/m/05p50,https://en.wikipedia.org/wiki/Office_of_Strategic_Services,OSS|O.S.S.,Q658626
National Heads-Up Poker Championship,poker tournament,/m/0bsxd3,https://en.wikipedia.org/wiki/National_Heads-Up_Poker_Championship,,Q662042
smoking,"breathing in smoke after burning a substance and inhaling, done in order to be tasted and absorbed into the bloodstream",/m/02vxs3q,https://en.wikipedia.org/wiki/Smoking,smoke,Q662860
University of Delhi,Central university located in New Delhi,/m/050xpd,https://en.wikipedia.org/wiki/Delhi_University,DU|Delhi University,Q665105
Biographisches Lexikon des Kaiserthums Oesterreich,"60-volume biographical work by Constant von Wurzbach, published between 1856 and 1891",/m/011f48zy,https://en.wikipedia.org/wiki/Biographisches_Lexikon_des_Kaiserthums_Oesterreich,"BLKOE|v. Wurzbach, biogr. Lexikon|Biographisches Lexikon des Kaiserthums Oesterreich, enthaltend die Lebensskizzen der denkwürdigen Personen, welche seit 1750 in den österreichischen Kronländern geboren wurden oder darin gelebt und gewirkt haben|Biographisches Lexikon des Kaiserthums Oesterreich, enthaltend die Lebensskizzen der denkwürdigen Personen, welche 1750 bis 1850 im Kaiserstaate und in seinen Kronländern gelebt haben",Q665807
municipality of Austria,local administrative unit in Austria,,https://en.wikipedia.org/wiki/Municipality_(Austria),,Q667509
Daknī,variety of Hindustani spoken in the Deccan region of India; native language of the Deccani people,/m/02ddcl,https://en.wikipedia.org/wiki/Deccani_language,Deccani|Dakhini|Hyderabadi Urdu|Hyderabadi Hindi|Deccani Urdu|Deccani Hindi|Deccani dialect,Q669431
Majesty,"an honorific of Monarchs, usually Kings or Emperors",/m/05yq74,https://en.wikipedia.org/wiki/Majesty,Your Majesty|His Majesty|Her Majesty|HM,Q669458
mime artist,someone who uses mime as a theatrical medium or in performance art,/m/06m724,https://en.wikipedia.org/wiki/Mime_artist,mime|pantomimist|pantomime|pantomime artist|mimer,Q674067
All-NBA Team,National Basketball Association honor,/m/027sy7x,https://en.wikipedia.org/wiki/All-NBA_Team,,Q674359
12-string guitar,steel-string guitar with six double courses,/m/01qzyz,https://en.wikipedia.org/wiki/Twelve-string_guitar,12 string guitar|twelve-string guitar,Q678090
Grindhouse,2007 double feature film consisting of Planet Terror and Death Proof,/m/084qpk,https://en.wikipedia.org/wiki/Grindhouse_(film),Grindhouse: Planet Terror and Death Proof,Q679023
30 Rockefeller Plaza,"Art Deco skyscraper at the Rockefeller Center in Midtown Manhattan, New York City",/m/02cj9_,https://en.wikipedia.org/wiki/30_Rockefeller_Plaza,RCA Building|Comcast Building|GE Building|30 Rock,Q680614
coming of age,young person's transition from childhood to adulthood,/m/01j1n2,https://en.wikipedia.org/wiki/Coming_of_age,growing up,Q681737
The Tragically Hip,Canadian rock band,/m/01ltgy,https://en.wikipedia.org/wiki/The_Tragically_Hip,The Hip,Q682030
Drama Desk Awards,New York theater awards,/m/025wf_,https://en.wikipedia.org/wiki/Drama_Desk_Award,Drama Desk Award|Vernon Rice Awards,Q682154
Republic of Baden,federated republic in Germany between 1918 and 1945,/m/02pcgxb,https://en.wikipedia.org/wiki/Republic_of_Baden,Republik Baden,Q690821
satellite city,smaller municipality that is adjacent to a major city within a metropolitan area,/m/058506,https://en.wikipedia.org/wiki/Satellite_city,Satellite town,Q691960
region of Kyrgyzstan,regions of the country of Kyrgyzstan,/m/0jt3tjf,https://en.wikipedia.org/wiki/Regions_of_Kyrgyzstan,oblast of Kyrgyzstan,Q693039
Order of Karl Marx,maximum order of the German Democratic Republik (GDR),/m/081x49,https://en.wikipedia.org/wiki/Order_of_Karl_Marx,,Q694401
American football position,positions in American football,/m/02pwfdb,https://en.wikipedia.org/wiki/American_football_positions,Canadian football position,Q694589
Ottoman Wars in Europe,series of military conflicts between the Ottoman Empire and various European states,/m/03jqfx,https://en.wikipedia.org/wiki/Ottoman_wars_in_Europe,,Q698985
statutory corporation,"corporation created by State, varying by jurisdiction in different states",/m/0h1m34,https://en.wikipedia.org/wiki/Statutory_corporation,,Q699386
professional,person who is paid to undertake a specialized set of tasks and to complete them for a fee,/m/01qkbx,https://en.wikipedia.org/wiki/Professional,specialist|professional worker,Q702269
urban area,large area with high population density and infrastructure of built environment,/m/039jbq,https://en.wikipedia.org/wiki/Urban_area,urban precinct,Q702492
Ramsey Campbell,English author,/m/0hkh6,https://en.wikipedia.org/wiki/Ramsey_Campbell,Carl Dreadstone|Jay Ramsay|Montgomery Comfort,Q703476
Fred Schepisi,"Australian director, producer, and screenwriter (born 1939)",/m/08xj0_,https://en.wikipedia.org/wiki/Fred_Schepisi,Frederic Alan Schepisi,Q703727
Free City of Frankfurt,"historical city-state, today part of Germany",/m/02pcgxq,https://en.wikipedia.org/wiki/Free_City_of_Frankfurt,,Q704300
German Universities Excellence Initiative,German education initiative,/m/03qjmjs,https://en.wikipedia.org/wiki/German_Universities_Excellence_Initiative,,Q705657
Electorate of Hanover,former principality of the Holy Roman Empire,/m/03nlzvh,https://en.wikipedia.org/wiki/Electorate_of_Hanover,Electorate of Brunswick-Lüneburg,Q706018
French Stewart,American actor,/m/04rzbq,https://en.wikipedia.org/wiki/French_Stewart,Milton French Stewart|Milton French-Stewart IV,Q707410
Eduardo Serra,Portuguese cinematographer,/m/03d7nfv,https://en.wikipedia.org/wiki/Eduardo_Serra,Eduardo Martins Serra,Q707484
Chris Larkin,British actor,/m/082s09,https://en.wikipedia.org/wiki/Chris_Larkin,,Q707739
Christopher Priest,British author (1943–2024),/m/02y42k,https://en.wikipedia.org/wiki/Christopher_Priest_(novelist),Christopher McKenzie Priest|John Luther Novak|Colin Wedgelock,Q707796
Hanseatic city,city in the Hanseatic League,,https://en.wikipedia.org/wiki/Lists_of_former_Hansa_cities,,Q707813
Silver Bear,film award,,https://en.wikipedia.org/wiki/Silver_Bear,,Q708135
Thomas M. Disch,American science fiction author and poet (1940-2008),/m/01d190,https://en.wikipedia.org/wiki/Thomas_M._Disch,Thomas Michael Disch|Cassandra Knye|Leonie Hargrave|Thom Demijohn|Victor Hastings,Q708581
charitable organization,nonprofit organization with charitable purpose,/m/04dp32,https://en.wikipedia.org/wiki/Charitable_organization,charity|non-profit charitable organization|public charity|non-profit charitable organisation|charitable organisation|charities|charity organisation|charitable society,Q708676
German Film Award,"most important cinema award in Germany, and the most highly endowed German cultural award",/m/0807v_,https://en.wikipedia.org/wiki/German_Film_Award,Deutscher Filmpreis|Lola,Q708731
Reformed Government of the Republic of China,puppet government controlled by Japan,/m/0bp_lt,https://en.wikipedia.org/wiki/Reformed_Government_of_the_Republic_of_China,,Q708865
Arthur Charles Miller,American cinematographer (1895-1970),/m/0b2thb,https://en.wikipedia.org/wiki/Arthur_Miller_(cinematographer),Arthur C. Miller|Arthur Miller,Q708870
Jean-Paul Rappeneau,French film director and screenwriter (born 1932),/m/0fhj7q,https://en.wikipedia.org/wiki/Jean-Paul_Rappeneau,Jean-Paul Rappeneau,Q709973
Albus Dumbledore,fictional character from Harry Potter,/m/0cb2r,https://en.wikipedia.org/wiki/Albus_Dumbledore,Dumbledore|Professor Albus Dumbledore|Albus Percival Wulfric Brian Dumbledore,Q712548
"State of Slovenes, Croats and Serbs",short-lived state on the Balkan Peninsula between late-October and early-December 1918,/m/02gf3p,"https://en.wikipedia.org/wiki/State_of_Slovenes,_Croats_and_Serbs",,Q718374
Medicinal plant of the year,annual award presented by the  Institute for the History of Medicine of the University of Würzburg,,,Drug Crop of the year,Q718769
theater of war,area or place in which important military events occur or are progressing,/m/04xn61,https://en.wikipedia.org/wiki/Theater_(warfare),theater|theater of operations|military theater|theatrical warfare,Q718893
medical novel,literary genre,/m/04gm78f,,health novel|medical romance novel,Q718972
classical guitar,"acoustic wooden guitar with wide neck, strings made of nylon",/m/01rhl,https://en.wikipedia.org/wiki/Classical_guitar,concert guitar|nylon-string guitar|Spanish guitar|Modern classical guitar,Q719120
Asahi Prize,award,/m/0ckq65,https://en.wikipedia.org/wiki/Asahi_Prize,,Q720434
Graham Joyce,British writer,/m/07qrpz,https://en.wikipedia.org/wiki/Graham_Joyce,Graham William Joyce,Q721345
subscription television,subscription-based television services,/m/030qrz,https://en.wikipedia.org/wiki/Pay_television,pay television|premium television|pay TV|premium TV|subscription TV,Q721830
Luke Evans,Welsh actor and singer,/m/04gmx80,https://en.wikipedia.org/wiki/Luke_Evans,Luke George Evans,Q722001
International Cricket Council,international governing body of cricket,/m/021q23,https://en.wikipedia.org/wiki/International_Cricket_Council,ICC|Imperial Cricket Conference|International Cricket Conference,Q722694
Ken Stott,British actor,/m/07pqd3,https://en.wikipedia.org/wiki/Ken_Stott,"Kenneth Campbell ""Ken"" Stott|Kenneth Campbell Stott",Q722927
Italian Republic,French republic in Northern Italy between 1802 and 1805,/m/057w21,https://en.wikipedia.org/wiki/Italian_Republic_(Napoleonic),Repubblica Italiana|Napoleonic Republic of Italy|Republic of Italy,Q723118
video on demand,systems which allow users to select and watch to video content on demand,/m/012t1t,https://en.wikipedia.org/wiki/Video_on_demand,VOD|premium video-on-demand|PVOD,Q723685
Tatooine,fictional planet in the Star Wars universe,/m/0kcq0,https://en.wikipedia.org/wiki/Tatooine,,Q723764
Pantheism,"religious and/or philosophical doctrine that all reality is identical with, or composes, divinity",/m/05wfk,https://en.wikipedia.org/wiki/Pantheism,,Q728455
credit institution,enterprise whose primary activity is banking and credit provision,,,,Q730038
David Gulpilil,Australian actor (1953-2021),/m/04lz00,https://en.wikipedia.org/wiki/David_Gulpilil,David Gulpilil Ridjimiraril Dalaithngu|David Gulpilil Ridjimiraril|David Dhalatnghu Gulpilil,Q731111
publication,content made available to the general public,/m/01h1dd,https://en.wikipedia.org/wiki/Publication,publications|publication (document)|publication (documents)|publications (documents)|published material|published work|printed release,Q732577
Gotham City,"fictional city in the DC Universe, best known as the home of Batman",/m/03fdg,https://en.wikipedia.org/wiki/Gotham_City,Gotham,Q732858
British Academy Film Awards,annual award show hosted by the British Academy of Film and Television Arts,/m/04y5rz9,https://en.wikipedia.org/wiki/British_Academy_Film_Awards,BAFTA Award|BAFTA|BAFTA Awards|BAFTAs,Q732997
Barry Humphries,Australian comedian and actor (1934–2023),/m/020dg9,https://en.wikipedia.org/wiki/Barry_Humphries,John Barry Humphries|Dame Edna Everage|Edna Everage|Les Patterson|Barry McKenzie|Sandy Stone|Bazza McKenzie,Q734221
Organization of World Heritage Cities,non-governmental organization,/m/037p4l,https://en.wikipedia.org/wiki/Organization_of_World_Heritage_Cities,OWHC,Q734958
Stadium Municipal,"football stadium in Toulouse, France",/m/098z6c,https://en.wikipedia.org/wiki/Stadium_de_Toulouse,Stadium municipal de Toulouse|Stadium de Toulouse,Q738044
UNICEF,fund of United Nations,/m/0fxc0,https://en.wikipedia.org/wiki/UNICEF,UNICEF United Nations Children's Fund|United Nations Children's Fund|United Nations International Children's Emergency Fund|International Children's Emergency Fund|ICEF International Children's Emergency Fund,Q740308
Associated Press Athlete of the Year,award,/m/02kzmt,https://en.wikipedia.org/wiki/Associated_Press_Athlete_of_the_Year,,Q743122
Association to Advance Collegiate Schools of Business,non-governmental organization,/m/0bl53x,https://en.wikipedia.org/wiki/Association_to_Advance_Collegiate_Schools_of_Business,AACSB International|American Assembly of Collegiate Schools of Business|AACSB,Q744144
aviation accident,"aviation occurrence involving serious injury, death, or destruction of aircraft",/m/015xf8,https://en.wikipedia.org/wiki/Aviation_accident,air accident|aircraft accident|flight accident,Q744913
business cluster,geographic concentration of interconnected businesses in a particular field,/m/0g1b73,https://en.wikipedia.org/wiki/Business_cluster,industrial cluster|cluster of companies,Q745456
Industrial Light & Magic,American visual effects studio,/m/01813n,https://en.wikipedia.org/wiki/Industrial_Light_%26_Magic,ILM,Q746676
commune of Italy,municipal divisions of Italy,/m/02bsc3,https://en.wikipedia.org/wiki/Comune,Gemeinde (South Tirol)|Italian municipality|commune (Aosta Valley)|Italian commune|comune of Italy,Q747074
Mormonism,religious tradition and theology founded by Joseph Smith,/m/058x5,https://en.wikipedia.org/wiki/Mormonism,LDS Movement|The Church of Jesus Christ of Latter-day Saints theology|theology of Mormonism|theology of Latter Day Saints|Mormon theology,Q747802
prefecture-level city,city or municipality of a Chinese province,/m/0207mj,https://en.wikipedia.org/wiki/Prefecture-level_city,prefectural city|prefectural level municipality|prefecture level city of People's Republic of China,Q748149
Donkey,Shrek character,/m/05xvt_,https://en.wikipedia.org/wiki/Donkey_(Shrek),,Q748427
Oklahoma State University–Stillwater,"public university in Oklahoma, United States of America",/m/01vs64,https://en.wikipedia.org/wiki/Oklahoma_State_University%E2%80%93Stillwater,Oklahoma State University|OSU|OKState|O-State|Oklahoma State University-Stillwater|Oklahoma Agricultural and Mechanical College|Oklahoma A&M|Oklahoma State|Oklahoma A. & M. College|go.okstate.edu,Q749718
Xanthi F.C.,Association football club in Greece,/m/06hgbk,https://en.wikipedia.org/wiki/Xanthi_F.C.,A.O. Xanthi,Q750437
Locus Awards,set of literary awards by the science fiction and fantasy magazine Locus,/m/038x3v,https://en.wikipedia.org/wiki/Locus_Award,,Q754655
narrator,the profession of telling stories to an audience,,,narrators|storyteller,Q755070
Atlantic Coast Conference,American collegiate athletics conference,/m/0kdtf,https://en.wikipedia.org/wiki/Atlantic_Coast_Conference,ACC,Q756355
Auckland City,former territorial authority district in New Zealand,/m/04lc0h,https://en.wikipedia.org/wiki/Auckland_City,Auckland/Central,Q758634
James Corden,"English actor, comedian, singer and television host",/m/026kb23,https://en.wikipedia.org/wiki/James_Corden,Papa Mochi|James Kimberley Corden,Q767499
"orders, decorations, and medals of the United Kingdom",knighthood and other honours,/m/09wb3,"https://en.wikipedia.org/wiki/Orders,_decorations,_and_medals_of_the_United_Kingdom",British honours system,Q768855
non-metropolitan county,county-level entity in England that is not a metropolitan county,/m/03h8jb,https://en.wikipedia.org/wiki/Non-metropolitan_county,shire county,Q769603
metropolitan county,type of county-level administrative division of England,/m/0l6kw,https://en.wikipedia.org/wiki/Metropolitan_county,Metropolitan counties,Q769628
armed forces,collective organization of a country's armed military and paramilitary,/m/04s3g,https://en.wikipedia.org/wiki/Armed_forces,army,Q772547
Terence Davies,British film director and screenwriter,/m/046hzv,https://en.wikipedia.org/wiki/Terence_Davies,,Q773523
Republic Pictures,American movie and serial production company,/m/024c1b,https://en.wikipedia.org/wiki/Republic_Pictures,,Q774682
Carrosse d'or,No description defined,,,,Q775028
Aurelio De Laurentiis,film producer,/m/0f5bx_,https://en.wikipedia.org/wiki/Aurelio_De_Laurentiis,,Q775572
16th European Film Awards,award ceremony,/m/0nbbtxc,https://en.wikipedia.org/wiki/16th_European_Film_Awards,,Q777943
conglomerate,large company involved in many industries,/m/0h6dj,https://en.wikipedia.org/wiki/Conglomerate_(company),multi-industry company|business conglomerate|conglomeration,Q778575
Overseas Chinese,ethnic Chinese residing outside of China,/m/0d29z,https://en.wikipedia.org/wiki/Overseas_Chinese,Chinese diaspora,Q779191
military branch,subdivision of the armed forces of a sovereign nation,/m/0mzj_,https://en.wikipedia.org/wiki/Military_branch,service branch|armed service|military division,Q781132
Australian Greens,Australian political party,/m/0171c7,https://en.wikipedia.org/wiki/Australian_Greens,The Greens|Green Party (Australia),Q781486
company,"legal entity representing an association of people, whether natural, legal or a mixture of both, with a specific objective",/m/03bxgrp,https://en.wikipedia.org/wiki/Company,firm|co.,Q783794
Awards and decorations of the United States military,Military awards and decorations given to personnel and units of the United States armed forces,,https://en.wikipedia.org/wiki/Awards_and_decorations_of_the_United_States_Armed_Forces,,Q784242
Dutch guilder,former Dutch currency,/m/08nhpq,https://en.wikipedia.org/wiki/Dutch_guilder,NLG|Dutch gulden,Q788472
United States Department of State,executive department of the U.S. federal government,/m/07vsl,https://en.wikipedia.org/wiki/United_States_Department_of_State,State Department|U.S. State Department|U.S. Department of State|DoS|USDoS|United States State Department|state.gov,Q789915
anti-war movement,social movement opposed to a nation's status of armed conflict,/m/01fc50,https://en.wikipedia.org/wiki/Anti-war_movement,anti-war protest|antiwar protest|antiwar movement,Q794691
BET Awards,American award show,/m/06spzq,https://en.wikipedia.org/wiki/BET_Awards,,Q795848
Bachman–Turner Overdrive,Canadian rock band,/m/022xtn,https://en.wikipedia.org/wiki/Bachman%E2%80%93Turner_Overdrive,,Q798232
